68,142,0,3972,2438,2530,2750
59,142,0,3556,2136,2200,2386
51,142,0,2966,1794,1862,2008
46,142,0,2794,1638,1650,1870
41,142,0,2452,1376,1480,1650
38,142,0,2246,1226,1310,1484
35,142,0,2146,1200,1188,1346
32,142,284,1954,1074,1142,1272
30,142,284,1854,1012,1060,1166
28,142,284,1742,950,990,1064
26,142,284,1710,862,922,980
25,142,284,1638,848,880,982
24,142,284,1546,784,848,954
23,142,284,1572,752,788,880
21,142,284,1410,666,714,828
201,135,0,11340,7610,7922,8610
135,135,0,8178,4950,5254,5634
101,135,0,5840,3740,3888,4218
81,135,0,4860,2958,3006,3406
68,135,0,3964,2438,2530,2750
59,135,0,3544,2108,2192,2394
51,135,0,2958,1798,1870,2038
46,135,0,2786,1650,1686,1870
41,135,0,2442,1380,1484,1650
38,135,0,2248,1246,1338,1492
35,135,0,2156,1132,1224,1370
32,135,0,1946,1078,1166,1272
30,135,270,1880,976,1032,1166
28,135,270,1740,916,940,1092
26,135,270,1720,882,882,990
25,135,270,1610,848,880,990
24,135,270,1590,792,848,918
23,135,270,1564,752,808,880
21,135,270,1394,682,726,784
201,127,0,11196,7370,7870,8780
135,127,0,8160,4950,5126,5586
101,127,0,5766,3740,3856,4248
81,127,0,4792,2970,2970,3314
68,127,0,4150,2438,2530,2750
59,127,0,3510,2124,2200,2370
51,127,0,2928,1786,1858,1992
46,127,0,2754,1634,1650,1870
41,127,0,2472,1368,1476,1650
38,127,0,2270,1222,1306,1484
35,127,0,2166,1128,1272,1338
32,127,0,1954,1070,1138,1268
30,127,0,1832,992,1000,1166
28,127,254,1734,946,990,1060
26,127,254,1704,862,922,990
25,127,254,1614,848,880,982
24,127,254,1538,784,844,954
23,127,254,1558,752,844,880
21,127,254,1396,710,710,784
201,120,0,11212,7522,7894,8784
135,120,0,8002,4950,5154,5586
101,120,0,5726,3740,3868,4304
81,120,0,5392,2950,3130,3362
68,120,0,4114,2438,2530,2750
59,120,0,3500,2148,2200,2386
51,120,0,2994,1794,1870,2012
46,120,0,2742,1646,1662,1870
41,120,0,2534,1376,1484,1590
38,120,0,2256,1230,1314,1488
35,120,0,2154,1204,1272,1358
32,120,0,1978,1078,1150,1272
30,120,0,1842,1016,1060,1166
28,120,0,1732,954,990,1068
26,120,240,1718,866,926,990
25,120,240,1638,848,880,986
24,120,240,1550,784,848,954
23,120,240,1564,752,792,884
21,120,240,1428,666,718,784
201,116,0,12312,7370,7830,8772
135,116,0,7944,4950,5122,5782
101,116,0,6328,3740,3844,4248
81,116,0,4734,2970,3074,3306
68,116,0,4076,2438,2542,2750
59,116,0,3470,2120,2200,2362
51,116,0,2992,1778,1846,1980
46,116,0,2824,1622,1650,1866
41,116,0,2444,1364,1464,1646
38,116,0,2242,1306,1378,1484
35,116,0,2146,1192,1268,1338
32,116,0,1966,1058,1126,1252
30,116,0,1844,984,984,1158
28,116,0,1734,934,982,1060
26,116,0,1708,850,918,990
25,116,232,1632,836,880,966
24,116,232,1540,780,828,898
23,116,232,1572,752,784,880
21,116,232,1402,658,742,824
201,113,0,12448,7574,7902,8598
135,113,0,7968,4950,5210,5586
101,113,0,6334,3740,3872,4218
81,113,0,4722,2958,2986,3370
68,113,0,4082,2438,2530,2750
59,113,0,3472,2156,2180,2394
51,113,0,2986,1798,1870,2022
46,113,0,2724,1650,1674,1870
41,113,0,2450,1380,1484,1650
38,113,0,2246,1242,1330,1488
35,113,0,2150,1220,1272,1370
32,113,0,1970,1078,1158,1272
30,113,0,1840,1024,1028,1166
28,113,0,1732,954,990,1084
26,113,0,1706,878,930,990
25,113,0,1600,848,880,990
24,113,226,1538,784,848,918
23,113,226,1568,752,796,880
21,113,226,1392,674,722,784
201,109,0,12356,7370,7846,8776
135,109,0,7912,4950,5122,5582
101,109,0,6230,3740,3840,4248
81,109,0,5290,2970,3078,3310
68,109,0,4050,2438,2530,2750
59,109,0,3624,2120,2200,2366
51,109,0,2960,1778,1846,1980
46,109,0,2794,1622,1650,1866
41,109,0,2516,1368,1468,1646
38,109,0,2262,1222,1378,1484
35,109,0,2124,1192,1272,1398
32,109,0,1962,1058,1130,1256
30,109,0,1858,984,984,1162
28,109,0,1732,966,986,1060
26,109,0,1700,854,918,990
25,109,0,1614,856,880,966
24,109,0,1546,784,828,898
23,109,218,1566,752,784,880
21,109,218,1416,710,702,828
201,102,0,12068,7370,7750,8760
135,102,0,7826,4950,5114,5848
101,102,0,6192,3736,3800,4244
81,102,0,4654,2970,3070,3302
68,102,0,4012,2522,2530,2816
59,102,0,3588,2120,2200,2334
51,102,0,2936,1750,1834,1980
46,102,0,2766,1610,1650,1862
41,102,0,2486,1352,1516,1642
38,102,0,2248,1294,1286,1484
35,102,0,2122,1180,1264,1386
32,102,0,1950,1046,1122,1252
30,102,0,1852,984,1060,1194
28,102,0,1728,930,970,1060
26,102,0,1710,850,918,990
25,102,0,1628,856,864,958
24,102,0,1586,824,824,954
23,102,0,1562,752,824,880
21,102,204,1402,658,698,816
