5.3333,2.6667,-9.7462
6,2.6667,-8.1169
6.6667,2.6667,-6.0955
7.3333,2.6667,-4.2593
8,2.6667,-2.6715
8.6667,2.6667,-1.4201
9.3333,2.6667,-0.72853
10,2.6667,-0.40977
10.667,2.6667,-0.72853
11.333,2.6667,-1.4201
12,2.6667,-2.6715
12.667,2.6667,-4.2593
13.333,2.6667,-6.0955
14,2.6667,-8.1169
14.667,2.6667,-9.7462
15.333,2.6667,-11.246
16,2.6667,-11.681
16.667,2.6667,-11.539
17.333,2.6667,-10.368
18,2.6667,-8.0826
18.667,2.6667,-5.6964
19.333,2.6667,-3.0087
20,2.6667,0
0,3.3333,0
0.66667,3.3333,-3.4867
1.3333,3.3333,-6.7842
2,3.3333,-9.6597
2.6667,3.3333,-11.539
3.3333,3.3333,-12.184
4,3.3333,-11.617
4.6667,3.3333,-10.062
5.3333,3.3333,-7.9213
6,3.3333,-5.4392
6.6667,3.3333,-3.0885
7.3333,3.3333,-0.90407
8,3.3333,0.75506
8.6667,3.3333,2.0464
9.3333,3.3333,2.7363
10,3.3333,3.0318
10.667,3.3333,2.7363
11.333,3.3333,2.0464
12,3.3333,0.75506
12.667,3.3333,-0.90407
13.333,3.3333,-3.0885
14,3.3333,-5.4392
14.667,3.3333,-7.9213
15.333,3.3333,-10.062
16,3.3333,-11.617
16.667,3.3333,-12.184
17.333,3.3333,-11.539
18,3.3333,-9.6597
18.667,3.3333,-6.7842
19.333,3.3333,-3.4867
20,3.3333,0
0,4,0
0.66667,4,-4.3057
1.3333,4,-7.7767
2,4,-10.124
2.6667,4,-11.681
3.3333,4,-11.617
4,4,-10.067
4.6667,4,-7.9044
5.3333,4,-4.8265
6,4,-2.112
6.6667,4,0.58282
7.3333,4,2.6785
8,4,4.2396
8.6667,4,5.4013
9.3333,4,5.9173
10,4,6.2384
10.667,4,5.9173
11.333,4,5.4013
12,4,4.2396
12.667,4,2.6785
13.333,4,0.58282
14,4,-2.112
14.667,4,-4.8265
15.333,4,-7.9044
16,4,-10.067
16.667,4,-11.617
17.333,4,-11.681
18,4,-10.124
18.667,4,-7.7767
19.333,4,-4.3057
20,4,0
0,4.6667,0
0.66667,4.6667,-4.6789
1.3333,4.6667,-7.9183
2,4.6667,-10.306
2.6667,4.6667,-11.246
3.3333,4.6667,-10.062
4,4.6667,-7.9044
4.6667,4.6667,-4.608
5.3333,4.6667,-1.2278
6,4.6667,1.6679
6.6667,4.6667,4.2876
7.3333,4.6667,5.8664
8,4.6667,7.2877
8.6667,4.6667,7.826
9.3333,4.6667,8.4188
10,4.6667,8.3489
10.667,4.6667,8.4188
11.333,4.6667,7.826
12,4.6667,7.2877
12.667,4.6667,5.8664
13.333,4.6667,4.2876
14,4.6667,1.6679
14.667,4.6667,-1.2278
15.333,4.6667,-4.608
16,4.6667,-7.9044
16.667,4.6667,-10.062
17.333,4.6667,-11.246
18,4.6667,-10.306
18.667,4.6667,-7.9183
19.333,4.6667,-4.6789
20,4.6667,0
0,5.3333,0
0.66667,5.3333,-4.5663
1.3333,5.3333,-8.1567
2,5.3333,-9.9711
2.6667,5.3333,-9.7462
3.3333,5.3333,-7.9213
4,5.3333,-4.8265
4.6667,5.3333,-1.2278
5.3333,5.3333,2.1219
6,5.3333,4.8646
6.6667,5.3333,6.7926
7.3333,5.3333,8.048
8,5.3333,8.7305
8.6667,5.3333,9.1073
9.3333,5.3333,9.2319
10,5.3333,9.3
10.667,5.3333,9.2319
11.333,5.3333,9.1073
12,5.3333,8.7305
12.667,5.3333,8.048
13.333,5.3333,6.7926
14,5.3333,4.8646
14.667,5.3333,2.1219
15.333,5.3333,-1.2278
16,5.3333,-4.8265
16.667,5.3333,-7.9213
17.333,5.3333,-9.7462
18,5.3333,-9.9711
18.667,5.3333,-8.1567
19.333,5.3333,-4.5663
20,5.3333,0
0,6,0
0.66667,6,-4.7091
1.3333,6,-7.5876
2,6,-8.7789
2.6667,6,-8.1169
3.3333,6,-5.4392
4,6,-2.112
4.6667,6,1.6679
5.3333,6,4.8646
6,6,7.0207
6.6667,6,8.5856
7.3333,6,9.0449
8,6,9.4983
8.6667,6,9.2813
9.3333,6,9.4424
10,6,9.2014
10.667,6,9.4424
11.333,6,9.2813
12,6,9.4983
12.667,6,9.0449
13.333,6,8.5856
14,6,7.0207
14.667,6,4.8646
15.333,6,1.6679
16,6,-2.112
16.667,6,-5.4392
17.333,6,-8.1169
18,6,-8.7789
18.667,6,-7.5876
19.333,6,-4.7091
20,6,0
0,6.6667,0
0.66667,6.6667,-4.0362
1.3333,6.6667,-6.9839
2,6.6667,-7.844
2.6667,6.6667,-6.0955
3.3333,6.6667,-3.0885
4,6.6667,0.58282
4.6667,6.6667,4.2876
5.3333,6.6667,6.7926
6,6.6667,8.5856
6.6667,6.6667,9.1869
7.3333,6.6667,9.3615
8,6.6667,9.1304
8.6667,6.6667,8.8527
9.3333,6.6667,8.6563
10,6.6667,8.5514
10.667,6.6667,8.6563
11.333,6.6667,8.8527
12,6.6667,9.1304
12.667,6.6667,9.3615
13.333,6.6667,9.1869
14,6.6667,8.5856
14.667,6.6667,6.7926
15.333,6.6667,4.2876
16,6.6667,0.58282
16.667,6.6667,-3.0885
17.333,6.6667,-6.0955
18,6.6667,-7.844
18.667,6.6667,-6.9839
19.333,6.6667,-4.0362
20,6.6667,0
0,7.3333,0
0.66667,7.3333,-3.9358
1.3333,7.3333,-6.1886
2,7.3333,-6.2033
2.6667,7.3333,-4.2593
3.3333,7.3333,-0.90407
4,7.3333,2.6785
4.6667,7.3333,5.8664
5.3333,7.3333,8.048
6,7.3333,9.0449
6.6667,7.3333,9.3615
7.3333,7.3333,8.9639
8,7.3333,8.6343
8.6667,7.3333,8.0759
9.3333,7.3333,7.9133
10,7.3333,7.6874
10.667,7.3333,7.9133
11.333,7.3333,8.0759
12,7.3333,8.6343
12.667,7.3333,8.9639
13.333,7.3333,9.3615
14,7.3333,9.0449
14.667,7.3333,8.048
15.333,7.3333,5.8664
16,7.3333,2.6785
16.667,7.3333,-0.90407
17.333,7.3333,-4.2593
18,7.3333,-6.2033
18.667,7.3333,-6.1886
19.333,7.3333,-3.9358
20,7.3333,0
0,8,0
0.66667,8,-3.2271
1.3333,8,-5.2985
2,8,-5.2626
2.6667,8,-2.6715
3.3333,8,0.75506
4,8,4.2396
4.6667,8,7.2877
5.3333,8,8.7305
6,8,9.4983
6.6667,8,9.1304
7.3333,8,8.6343
8,8,7.9439
8.6667,8,7.407
9.3333,8,7.0979
10,8,6.9426
10.667,8,7.0979
11.333,8,7.407
12,8,7.9439
12.667,8,8.6343
13.333,8,9.1304
14,8,9.4983
14.667,8,8.7305
15.333,8,7.2877
16,8,4.2396
16.667,8,0.75506
17.333,8,-2.6715
18,8,-5.2626
18.667,8,-5.2985
19.333,8,-3.2271
20,8,0
0,8.6667,0
0.66667,8.6667,-3.1039
1.3333,8.6667,-4.7662
2,8.6667,-4.0217
2.6667,8.6667,-1.4201
3.3333,8.6667,2.0464
4,8.6667,5.4013
4.6667,8.6667,7.826
5.3333,8.6667,9.1073
6,8.6667,9.2813
6.6667,8.6667,8.8527
7.3333,8.6667,8.0759
8,8.6667,7.407
8.6667,8.6667,6.8065
9.3333,8.6667,6.5196
10,8.6667,6.3612
10.667,8.6667,6.5196
11.333,8.6667,6.8065
12,8.6667,7.407
12.667,8.6667,8.0759
13.333,8.6667,8.8527
14,8.6667,9.2813
14.667,8.6667,9.1073
15.333,8.6667,7.826
16,8.6667,5.4013
16.667,8.6667,2.0464
17.333,8.6667,-1.4201
18,8.6667,-4.0217
18.667,8.6667,-4.7662
19.333,8.6667,-3.1039
20,8.6667,0
0,9.3333,0
0.66667,9.3333,-2.6661
1.3333,9.3333,-4.1645
2,9.3333,-3.63
2.6667,9.3333,-0.72853
3.3333,9.3333,2.7363
4,9.3333,5.9173
4.6667,9.3333,8.4188
5.3333,9.3333,9.2319
6,9.3333,9.4424
6.6667,9.3333,8.6563
7.3333,9.3333,7.9133
8,9.3333,7.0979
8.6667,9.3333,6.5196
9.3333,9.3333,6.2073
10,9.3333,6.0604
10.667,9.3333,6.2073
11.333,9.3333,6.5196
12,9.3333,7.0979
12.667,9.3333,7.9133
13.333,9.3333,8.6563
14,9.3333,9.4424
14.667,9.3333,9.2319
15.333,9.3333,8.4188
16,9.3333,5.9173
16.667,9.3333,2.7363
17.333,9.3333,-0.72853
18,9.3333,-3.63
18.667,9.3333,-4.1645
19.333,9.3333,-2.6661
20,9.3333,0
0,10,0
0.66667,10,-2.7642
1.3333,10,-4.1893
2,10,-3.1931
2.6667,10,-0.40977
3.3333,10,3.0318
4,10,6.2384
4.6667,10,8.3489
5.3333,10,9.3
6,10,9.2014
6.6667,10,8.5514
7.3333,10,7.6874
8,10,6.9426
8.6667,10,6.3612
9.3333,10,6.0604
10,10,5.9867
10.667,10,6.0604
11.333,10,6.3612
12,10,6.9426
12.667,10,7.6874
13.333,10,8.5514
14,10,9.2014
14.667,10,9.3
15.333,10,8.3489
16,10,6.2384
16.667,10,3.0318
17.333,10,-0.40977
18,10,-3.1931
18.667,10,-4.1893
19.333,10,-2.7642
20,10,0
0,10.667,0
0.66667,10.667,-2.6661
1.3333,10.667,-4.1645
2,10.667,-3.63
2.6667,10.667,-0.72853
3.3333,10.667,2.7363
4,10.667,5.9173
4.6667,10.667,8.4188
5.3333,10.667,9.2319
6,10.667,9.4424
6.6667,10.667,8.6563
7.3333,10.667,7.9133
8,10.667,7.0979
8.6667,10.667,6.5196
9.3333,10.667,6.2073
10,10.667,6.0604
10.667,10.667,6.2073
11.333,10.667,6.5196
12,10.667,7.0979
12.667,10.667,7.9133
13.333,10.667,8.6563
14,10.667,9.4424
14.667,10.667,9.2319
15.333,10.667,8.4188
16,10.667,5.9173
16.667,10.667,2.7363
17.333,10.667,-0.72853
18,10.667,-3.63
18.667,10.667,-4.1645
19.333,10.667,-2.6661
20,10.667,0
0,11.333,0
0.66667,11.333,-3.1039
1.3333,11.333,-4.7662
2,11.333,-4.0217
2.6667,11.333,-1.4201
3.3333,11.333,2.0464
4,11.333,5.4013
4.6667,11.333,7.826
5.3333,11.333,9.1073
6,11.333,9.2813
6.6667,11.333,8.8527
7.3333,11.333,8.0759
8,11.333,7.407
8.6667,11.333,6.8065
9.3333,11.333,6.5196
10,11.333,6.3612
10.667,11.333,6.5196
11.333,11.333,6.8065
12,11.333,7.407
12.667,11.333,8.0759
13.333,11.333,8.8527
14,11.333,9.2813
14.667,11.333,9.1073
15.333,11.333,7.826
16,11.333,5.4013
16.667,11.333,2.0464
17.333,11.333,-1.4201
18,11.333,-4.0217
18.667,11.333,-4.7662
19.333,11.333,-3.1039
20,11.333,0
0,12,0
0.66667,12,-3.2271
1.3333,12,-5.2985
2,12,-5.2626
2.6667,12,-2.6715
3.3333,12,0.75506
4,12,4.2396
4.6667,12,7.2877
5.3333,12,8.7305
6,12,9.4983
6.6667,12,9.1304
7.3333,12,8.6343
8,12,7.9439
8.6667,12,7.407
9.3333,12,7.0979
10,12,6.9426
10.667,12,7.0979
11.333,12,7.407
12,12,7.9439
12.667,12,8.6343
13.333,12,9.1304
14,12,9.4983
14.667,12,8.7305
15.333,12,7.2877
16,12,4.2396
16.667,12,0.75506
17.333,12,-2.6715
18,12,-5.2626
18.667,12,-5.2985
19.333,12,-3.2271
20,12,0
0,12.667,0
0.66667,12.667,-3.9358
1.3333,12.667,-6.1886
2,12.667,-6.2033
2.6667,12.667,-4.2593
3.3333,12.667,-0.90407
4,12.667,2.6785
4.6667,12.667,5.8664
5.3333,12.667,8.048
6,12.667,9.0449
6.6667,12.667,9.3615
7.3333,12.667,8.9639
8,12.667,8.6343
8.6667,12.667,8.0759
9.3333,12.667,7.9133
10,12.667,7.6874
10.667,12.667,7.9133
11.333,12.667,8.0759
12,12.667,8.6343
12.667,12.667,8.9639
13.333,12.667,9.3615
14,12.667,9.0449
14.667,12.667,8.048
15.333,12.667,5.8664
16,12.667,2.6785
16.667,12.667,-0.90407
17.333,12.667,-4.2593
18,12.667,-6.2033
18.667,12.667,-6.1886
19.333,12.667,-3.9358
20,12.667,0
0,13.333,0
0.66667,13.333,-4.0362
1.3333,13.333,-6.9839
2,13.333,-7.844
2.6667,13.333,-6.0955
3.3333,13.333,-3.0885
4,13.333,0.58282
4.6667,13.333,4.2876
5.3333,13.333,6.7926
6,13.333,8.5856
6.6667,13.333,9.1869
7.3333,13.333,9.3615
8,13.333,9.1304
8.6667,13.333,8.8527
9.3333,13.333,8.6563
10,13.333,8.5514
10.667,13.333,8.6563
11.333,13.333,8.8527
12,13.333,9.1304
12.667,13.333,9.3615
13.333,13.333,9.1869
14,13.333,8.5856
14.667,13.333,6.7926
15.333,13.333,4.2876
16,13.333,0.58282
16.667,13.333,-3.0885
17.333,13.333,-6.0955
18,13.333,-7.844
18.667,13.333,-6.9839
19.333,13.333,-4.0362
20,13.333,0
0,14,0
0.66667,14,-4.7091
1.3333,14,-7.5876
2,14,-8.7789
2.6667,14,-8.1169
3.3333,14,-5.4392
4,14,-2.112
4.6667,14,1.6679
5.3333,14,4.8646
6,14,7.0207
6.6667,14,8.5856
7.3333,14,9.0449
8,14,9.4983
8.6667,14,9.2813
9.3333,14,9.4424
10,14,9.2014
10.667,14,9.4424
11.333,14,9.2813
12,14,9.4983
12.667,14,9.0449
13.333,14,8.5856
14,14,7.0207
14.667,14,4.8646
15.333,14,1.6679
16,14,-2.112
16.667,14,-5.4392
17.333,14,-8.1169
18,14,-8.7789
18.667,14,-7.5876
19.333,14,-4.7091
20,14,0
0,14.667,0
0.66667,14.667,-4.5663
1.3333,14.667,-8.1567
2,14.667,-9.9711
2.6667,14.667,-9.7462
3.3333,14.667,-7.9213
4,14.667,-4.8265
4.6667,14.667,-1.2278
5.3333,14.667,2.1219
6,14.667,4.8646
6.6667,14.667,6.7926
7.3333,14.667,8.048
8,14.667,8.7305
8.6667,14.667,9.1073
9.3333,14.667,9.2319
10,14.667,9.3
10.667,14.667,9.2319
11.333,14.667,9.1073
12,14.667,8.7305
12.667,14.667,8.048
13.333,14.667,6.7926
14,14.667,4.8646
14.667,14.667,2.1219
15.333,14.667,-1.2278
16,14.667,-4.8265
16.667,14.667,-7.9213
17.333,14.667,-9.7462
18,14.667,-9.9711
18.667,14.667,-8.1567
19.333,14.667,-4.5663
20,14.667,0
0,15.333,0
0.66667,15.333,-4.6789
1.3333,15.333,-7.9183
2,15.333,-10.306
2.6667,15.333,-11.246
3.3333,15.333,-10.062
4,15.333,-7.9044
4.6667,15.333,-4.608
5.3333,15.333,-1.2278
6,15.333,1.6679
6.6667,15.333,4.2876
7.3333,15.333,5.8664
8,15.333,7.2877
8.6667,15.333,7.826
9.3333,15.333,8.4188
10,15.333,8.3489
10.667,15.333,8.4188
11.333,15.333,7.826
12,15.333,7.2877
12.667,15.333,5.8664
13.333,15.333,4.2876
14,15.333,1.6679
14.667,15.333,-1.2278
15.333,15.333,-4.608
16,15.333,-7.9044
16.667,15.333,-10.062
17.333,15.333,-11.246
18,15.333,-10.306
18.667,15.333,-7.9183
19.333,15.333,-4.6789
20,15.333,0
0,16,0
0.66667,16,-4.3057
1.3333,16,-7.7767
2,16,-10.124
2.6667,16,-11.681
3.3333,16,-11.617
4,16,-10.067
4.6667,16,-7.9044
5.3333,16,-4.8265
6,16,-2.112
6.6667,16,0.58282
7.3333,16,2.6785
8,16,4.2396
8.6667,16,5.4013
9.3333,16,5.9173
10,16,6.2384
10.667,16,5.9173
11.333,16,5.4013
12,16,4.2396
12.667,16,2.6785
13.333,16,0.58282
14,16,-2.112
14.667,16,-4.8265
15.333,16,-7.9044
16,16,-10.067
16.667,16,-11.617
17.333,16,-11.681
18,16,-10.124
18.667,16,-7.7767
19.333,16,-4.3057
20,16,0
0,16.667,0
0.66667,16.667,-3.4867
1.3333,16.667,-6.7842
2,16.667,-9.6597
2.6667,16.667,-11.539
3.3333,16.667,-12.184
4,16.667,-11.617
4.6667,16.667,-10.062
5.3333,16.667,-7.9213
6,16.667,-5.4392
6.6667,16.667,-3.0885
7.3333,16.667,-0.90407
8,16.667,0.75506
8.6667,16.667,2.0464
9.3333,16.667,2.7363
10,16.667,3.0318
10.667,16.667,2.7363
11.333,16.667,2.0464
12,16.667,0.75506
12.667,16.667,-0.90407
13.333,16.667,-3.0885
14,16.667,-5.4392
14.667,16.667,-7.9213
15.333,16.667,-10.062
16,16.667,-11.617
16.667,16.667,-12.184
17.333,16.667,-11.539
18,16.667,-9.6597
18.667,16.667,-6.7842
19.333,16.667,-3.4867
20,16.667,0
0,17.333,0
0.66667,17.333,-3.0087
1.3333,17.333,-5.6964
2,17.333,-8.0826
2.6667,17.333,-10.368
3.3333,17.333,-11.539
4,17.333,-11.681
4.6667,17.333,-11.246
5.3333,17.333,-9.7462
6,17.333,-8.1169
6.6667,17.333,-6.0955
7.3333,17.333,-4.2593
8,17.333,-2.6715
8.6667,17.333,-1.4201
9.3333,17.333,-0.72853
10,17.333,-0.40977
10.667,17.333,-0.72853
11.333,17.333,-1.4201
12,17.333,-2.6715
12.667,17.333,-4.2593
13.333,17.333,-6.0955
14,17.333,-8.1169
14.667,17.333,-9.7462
15.333,17.333,-11.246
16,17.333,-11.681
16.667,17.333,-11.539
17.333,17.333,-10.368
18,17.333,-8.0826
18.667,17.333,-5.6964
19.333,17.333,-3.0087
20,17.333,0
0,18,0
0.66667,18,-1.9279
1.3333,18,-4.6061
2,18,-6.6315
2.6667,18,-8.0826
3.3333,18,-9.6597
4,18,-10.124
4.6667,18,-10.306
5.3333,18,-9.9711
6,18,-8.7789
6.6667,18,-7.844
7.3333,18,-6.2033
8,18,-5.2626
8.6667,18,-4.0217
9.3333,18,-3.63
10,18,-3.1931
10.667,18,-3.63
11.333,18,-4.0217
12,18,-5.2626
12.667,18,-6.2033
13.333,18,-7.844
14,18,-8.7789
14.667,18,-9.9711
15.333,18,-10.306
16,18,-10.124
16.667,18,-9.6597
17.333,18,-8.0826
18,18,-6.6315
18.667,18,-4.6061
19.333,18,-1.9279
20,18,0
0,18.667,0
0.66667,18.667,-1.144
1.3333,18.667,-2.7797
2,18.667,-4.6061
2.6667,18.667,-5.6964
3.3333,18.667,-6.7842
4,18.667,-7.7767
4.6667,18.667,-7.9183
5.3333,18.667,-8.1567
6,18.667,-7.5876
6.6667,18.667,-6.9839
7.3333,18.667,-6.1886
8,18.667,-5.2985
8.6667,18.667,-4.7662
9.3333,18.667,-4.1645
10,18.667,-4.1893
10.667,18.667,-4.1645
11.333,18.667,-4.7662
12,18.667,-5.2985
12.667,18.667,-6.1886
13.333,18.667,-6.9839
14,18.667,-7.5876
14.667,18.667,-8.1567
15.333,18.667,-7.9183
16,18.667,-7.7767
16.667,18.667,-6.7842
17.333,18.667,-5.6964
18,18.667,-4.6061
18.667,18.667,-2.7797
19.333,18.667,-1.144
20,18.667,0
0,19.333,0
0.66667,19.333,-0.84042
1.3333,19.333,-1.144
2,19.333,-1.9279
2.6667,19.333,-3.0087
3.3333,19.333,-3.4867
4,19.333,-4.3057
4.6667,19.333,-4.6789
5.3333,19.333,-4.5663
6,19.333,-4.7091
6.6667,19.333,-4.0362
7.3333,19.333,-3.9358
8,19.333,-3.2271
8.6667,19.333,-3.1039
9.3333,19.333,-2.6661
10,19.333,-2.7642
10.667,19.333,-2.6661
11.333,19.333,-3.1039
12,19.333,-3.2271
12.667,19.333,-3.9358
13.333,19.333,-4.0362
14,19.333,-4.7091
14.667,19.333,-4.5663
15.333,19.333,-4.6789
16,19.333,-4.3057
16.667,19.333,-3.4867
17.333,19.333,-3.0087
18,19.333,-1.9279
18.667,19.333,-1.144
19.333,19.333,-0.84042
20,19.333,0
0,20,0
0.66667,20,0
1.3333,20,0
2,20,0
2.6667,20,0
3.3333,20,0
4,20,0
4.6667,20,0
5.3333,20,0
6,20,0
6.6667,20,0
7.3333,20,0
8,20,0
8.6667,20,0
9.3333,20,0
10,20,0
10.667,20,0
11.333,20,0
12,20,0
12.667,20,0
13.333,20,0
14,20,0
14.667,20,0
15.333,20,0
16,20,0
16.667,20,0
17.333,20,0
18,20,0
18.667,20,0
19.333,20,0
20,20,0
